"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"4185","Good",84,223,5,84,28,0,0,100,83,"7","8",28,1,43,15,0,0,5,75,4,4,0,73
"4186","Bad",66,387,57,174,13,1,1,80,26,"6","4",15,0,40,1,1,1,38,45,4,2,3,86
"4187","Good",73,135,14,72,27,1,0,87,17,"6","5",30,0,47,0,1,1,0,24,1,5,0,60
"4188","Good",66,42,3,15,6,1,1,86,22,"6","2",7,3,43,24,1,1,0,95,1,2,-8,75
"4189","Bad",68,143,1,52,35,0,0,94,1,"4","6",36,4,19,0,0,0,7,100,5,3,0,53
"4190","Good",86,336,88,241,24,2,1,88,73,"6","5",21,0,15,-8,0,0,0,-8,0,-8,0,0
"4191","Good",58,237,3,64,27,0,0,85,10,"4","6",52,5,15,7,0,0,61,86,11,3,4,67
"4192","Good",88,210,2,103,25,0,0,100,83,"7","8",26,1,31,0,0,0,27,-8,1,1,0,25
"4193","Bad",62,322,1,40,16,1,0,94,23,"6","5",28,5,44,24,4,4,31,84,7,4,1,85
"4194","Bad",74,183,1,48,11,0,0,100,83,"7","8",12,2,25,24,2,1,58,31,3,2,1,83
"4195","Bad",80,254,3,73,25,0,0,100,83,"7","8",28,4,32,24,3,3,0,99,2,2,0,36
"4196","Good",75,224,12,109,29,0,0,94,1,"4","6",31,0,35,0,1,1,27,-8,2,1,0,33
"4197","Good",84,312,27,111,19,0,0,100,83,"7","8",20,0,32,12,1,0,49,10,3,2,0,60
"4198","Bad",75,146,2,69,24,0,0,100,83,"7","8",25,2,52,4,1,1,58,99,3,3,1,86
"4199","Bad",65,269,10,100,14,0,0,93,6,"4","6",14,1,36,0,1,1,86,72,4,3,1,100
"4200","Good",82,237,15,88,28,0,0,100,83,"7","8",31,0,13,14,0,0,7,48,4,2,0,43
"4201","Good",70,221,3,66,46,0,0,98,68,"6","6",47,5,6,0,1,1,48,-8,3,-8,2,18
"4202","Good",84,126,7,66,49,0,0,100,83,"7","8",49,1,57,0,0,0,0,82,1,4,0,56
"4203","Bad",62,200,2,78,30,0,0,90,5,"4","6",31,2,26,0,0,0,53,-8,6,1,0,54
"4204","Bad",66,64,2,41,21,0,0,95,41,"6","6",22,2,27,0,3,2,67,47,3,3,2,50
"4205","Bad",58,42,2,24,17,0,0,100,83,"7","8",18,2,50,0,7,7,90,74,5,5,1,100
"4206","Good",79,124,11,134,21,0,0,100,83,"7","8",5,1,35,5,1,1,42,25,3,3,1,60
"4207","Bad",59,55,10,31,18,0,0,94,32,"6","6",19,1,17,0,1,1,62,87,6,1,3,78
"4208","Good",83,158,4,80,34,0,0,100,83,"7","8",10,3,21,11,0,0,3,-8,5,3,0,35
"4209","Good",75,364,12,123,43,0,0,98,24,"6","6",43,0,26,2,1,1,1,31,7,2,1,45
"4210","Bad",63,75,11,50,31,1,0,97,17,"6","5",32,1,22,24,2,2,18,-8,9,1,1,69
"4211","Good",80,276,18,128,24,0,0,100,83,"7","8",36,0,13,2,1,1,17,76,5,3,0,69
"4212","Bad",72,11,7,9,2,0,0,100,83,"7","8",2,2,0,0,0,0,17,-8,2,-8,-8,100
"4213","Good",74,63,4,41,12,0,0,100,83,"7","8",12,3,42,0,3,3,26,80,3,3,0,75
"4214","Good",69,82,4,35,11,1,1,92,77,"6","4",12,3,25,3,6,6,45,62,5,2,1,70
"4215","Good",83,171,2,77,12,0,0,92,55,"6","6",14,1,31,-8,0,0,12,78,2,2,0,80
"4216","Good",76,305,2,75,47,0,0,100,83,"7","8",51,6,32,24,0,0,15,93,6,4,1,59
"4217","Good",84,159,3,75,21,0,0,96,28,"6","6",26,1,46,3,2,2,0,84,1,3,0,57
"4218","Good",88,185,19,92,28,0,0,100,83,"7","8",28,0,50,16,0,0,8,62,2,3,0,63
"4219","Bad",63,204,2,79,21,4,4,85,38,"6","2",26,2,73,0,2,2,77,79,4,3,2,70
"4220","Good",89,-8,24,99,18,0,0,100,83,"7","8",0,0,22,3,1,1,3,-8,1,1,0,20
"4221","Bad",76,94,2,49,25,0,0,100,83,"7","8",30,5,33,24,4,4,20,81,2,4,0,40
"4222","Good",86,276,7,77,18,0,0,100,83,"7","8",18,2,28,-8,0,0,7,88,4,2,0,60
"4223","Good",89,221,3,74,15,0,0,100,83,"7","8",24,2,47,2,2,2,4,99,2,1,0,60
"4224","Bad",63,161,5,45,37,0,0,100,83,"7","8",39,6,18,0,1,1,41,84,20,2,2,96
"4225","Good",80,329,16,83,20,0,0,95,36,"6","6",31,0,14,24,2,2,9,-8,3,1,1,40
"4226","Good",84,166,5,66,27,0,0,100,83,"7","8",29,2,28,2,1,1,10,86,4,3,0,88
"4227","Bad",70,-8,4,55,18,1,0,89,11,"4","5",0,2,37,24,2,2,28,75,2,3,0,71
"4228","Bad",79,335,5,106,45,0,0,100,83,"7","8",45,2,42,0,0,0,49,90,4,4,3,56
"4229","Bad",57,258,1,119,41,2,2,91,1,"4","2",19,3,18,0,2,2,12,-8,6,2,2,38
"4230","Bad",56,233,6,194,8,1,1,60,0,"4","2",17,1,20,24,0,0,25,-8,2,-8,0,40
"4231","Bad",70,84,15,47,7,0,0,100,83,"7","8",8,0,63,3,1,1,101,-8,3,1,1,100
"4232","Bad",81,98,3,40,22,0,0,100,83,"7","8",23,6,17,1,4,3,0,81,0,1,0,11
"4233","Bad",58,162,11,103,35,1,1,66,25,"5","2",41,1,49,0,1,1,69,92,8,5,2,88
"4234","Good",79,421,3,66,15,0,0,100,83,"7","8",15,1,40,0,0,0,46,63,2,2,2,50
"4235","Good",70,206,3,63,19,0,0,100,83,"7","8",21,4,38,8,0,0,69,77,9,2,5,100
"4236","Bad",63,177,6,116,28,0,0,87,2,"4","6",29,2,50,0,9,9,52,40,3,9,0,72
"4237","Bad",59,66,1,42,22,1,0,71,2,"3","5",3,2,21,0,6,6,16,69,3,4,0,44
"4238","Good",59,319,3,52,15,1,1,100,83,"7","8",18,4,29,0,2,2,84,85,6,3,2,100
"4239","Good",65,202,10,84,28,11,11,87,41,"6","6",30,2,33,0,0,0,28,26,3,2,0,38
"4240","Bad",70,213,19,107,33,1,0,97,19,"6","5",54,0,15,0,2,2,32,27,4,2,3,44
"4241","Bad",59,290,7,70,9,2,1,70,14,"6","5",10,2,50,12,0,0,73,52,3,3,1,86
"4242","Bad",70,182,29,94,25,0,0,96,20,"6","6",25,0,24,0,1,1,33,6,3,2,1,36
"4243","Good",84,170,1,66,19,0,0,100,83,"7","8",22,2,15,0,10,10,0,96,1,2,-8,30
"4244","Good",73,422,2,62,42,0,0,98,11,"4","6",43,8,23,0,4,4,12,-8,4,2,0,44
"4245","Bad",68,141,7,51,15,0,0,100,83,"7","8",15,4,33,0,0,0,47,92,5,2,1,78
"4246","Good",88,206,2,79,25,0,0,100,83,"7","8",27,3,56,0,3,3,0,74,0,3,-8,43
"4247","Bad",64,87,5,31,14,0,0,100,83,"7","8",14,6,29,0,1,1,64,-8,7,1,0,100
"4248","Good",83,156,5,41,22,0,0,100,83,"7","8",22,3,14,0,1,1,4,71,2,3,0,29
"4249","Good",85,-8,3,70,23,0,0,100,83,"7","8",0,1,35,0,3,3,6,-8,2,1,0,50
"4250","Bad",61,97,18,57,5,3,2,44,16,"6","2",9,0,33,24,0,0,73,-8,2,1,1,75
"4251","Bad",68,39,4,20,10,0,0,100,83,"7","8",10,3,60,5,1,1,51,95,3,3,2,86
"4252","Bad",59,256,0,50,11,1,0,44,1,"4","5",16,1,75,24,1,1,93,74,3,6,2,90
"4253","Bad",82,177,5,54,25,0,0,96,-8,"6","6",26,4,42,0,1,1,9,77,4,2,0,75
"4254","Good",84,394,2,106,23,0,0,92,33,"5","6",25,1,40,0,0,0,11,66,5,4,0,75
"4255","Bad",84,246,1,69,20,0,0,100,83,"7","8",21,1,33,0,2,2,8,13,4,2,0,60
"4256","Bad",58,149,4,64,30,0,0,93,34,"6","6",30,3,37,0,3,3,90,77,7,8,4,83
"4257","Good",76,164,7,72,29,0,0,86,45,"6","6",29,2,14,0,0,0,3,14,4,1,1,36
"4258","Good",85,273,4,109,29,0,0,100,83,"7","8",29,2,17,0,0,0,1,-8,4,1,0,43
"4259","Bad",64,91,3,38,40,0,0,100,83,"7","8",40,3,28,0,13,13,21,61,6,4,1,42
"4260","Good",81,95,3,63,13,0,0,100,83,"7","8",13,1,62,3,1,1,45,-8,2,2,0,100
"4261","Good",86,191,7,80,25,0,0,100,83,"7","8",26,3,50,1,2,2,16,98,1,1,0,50
"4262","Bad",62,181,12,80,26,0,0,88,6,"4","6",26,0,15,0,1,1,67,-8,4,1,2,67
"4263","Good",84,541,14,156,21,0,0,100,83,"7","8",23,0,22,0,0,0,0,-8,1,1,0,29
"4264","Good",70,234,10,93,27,0,0,89,12,"6","6",27,1,44,0,2,2,51,100,5,2,2,70
"4265","Bad",66,328,4,104,20,1,1,81,4,"4","4",21,1,29,0,0,0,54,25,5,2,3,70
"4266","Good",71,196,3,53,27,0,0,96,7,"4","6",27,1,22,2,1,1,17,99,4,5,0,60
"4267","Good",77,266,2,69,12,0,0,100,83,"6","7",14,4,46,0,5,5,73,59,4,3,1,78
"4268","Good",68,-8,4,29,17,1,0,94,9,"3","5",0,5,0,0,5,5,9,-8,4,-8,1,42
"4269","Good",85,177,4,63,11,0,0,100,83,"7","8",11,2,27,0,0,0,0,89,2,3,0,56
"4270","Good",83,151,4,62,10,0,0,100,83,"7","8",10,1,20,23,0,0,33,-8,3,1,0,67
"4271","Bad",80,181,9,53,13,0,0,100,83,"7","8",13,1,62,0,0,0,44,92,2,3,0,83
"4272","Good",79,249,12,82,41,0,0,100,83,"7","8",43,0,12,5,0,0,8,46,18,4,1,69
"4273","Good",68,269,12,115,18,0,0,89,54,"6","6",18,0,28,0,0,0,68,84,9,1,4,83
"4274","Bad",63,175,7,62,13,1,1,71,16,"6","6",14,2,64,0,6,6,50,100,5,3,0,100
"4275","Good",91,378,69,275,4,0,0,100,83,"7","8",4,0,0,0,1,0,4,-8,1,-8,0,33
"4276","Bad",50,118,18,75,3,3,3,43,14,"6","2",7,0,29,0,5,5,154,69,1,1,1,100
"4277","Good",88,314,10,103,10,0,0,100,83,"7","8",10,1,30,9,0,0,6,-8,3,1,0,80
"4278","Good",88,182,1,77,15,0,0,100,83,"7","8",16,1,38,2,1,1,2,16,3,2,0,63
"4279","Bad",74,39,3,16,6,0,0,100,83,"7","8",6,3,33,0,2,2,23,99,2,2,0,80
"4280","Bad",69,292,6,121,28,3,3,90,64,"6","2",39,2,48,0,4,4,18,93,1,4,0,55
"4281","Good",87,112,5,67,22,0,0,100,83,"7","8",22,2,55,5,0,0,3,92,1,3,0,44
"4282","Good",81,147,11,90,9,1,0,90,42,"6","5",10,1,10,1,2,2,0,-8,2,-8,0,29
"4283","Bad",65,54,13,34,9,0,0,100,83,"7","8",9,0,33,0,0,0,90,58,4,2,3,86
"4284","Good",87,42,15,120,12,0,0,100,83,"7","8",12,0,33,-8,0,0,41,-8,1,1,0,50
"4285","Bad",68,235,9,117,16,1,1,89,0,"0","2",19,1,53,0,3,3,27,48,1,3,0,83
"4286","Bad",85,325,11,79,39,0,0,98,83,"5","7",41,1,29,0,2,2,19,80,3,5,0,57
"4287","Good",79,198,24,102,9,1,1,90,54,"6","2",10,0,40,0,0,0,1,-8,2,1,0,43
"4288","Bad",80,80,13,49,21,0,0,100,83,"7","8",21,0,52,13,0,0,33,-8,4,2,0,75
"4289","Good",84,172,3,72,39,0,0,100,83,"7","8",42,2,43,18,0,0,1,98,3,3,0,55
"4290","Bad",77,166,2,86,19,0,0,100,83,"7","8",20,3,20,2,2,2,44,-8,5,2,0,70
"4291","Bad",61,148,21,86,21,3,3,88,16,"5","2",24,0,71,24,4,4,63,27,2,5,1,100
"4292","Bad",77,156,17,71,19,0,0,95,6,"4","6",22,0,32,8,0,0,1,84,2,4,0,86
"4293","Bad",67,176,6,63,47,0,0,98,-8,"6","6",72,3,40,24,1,1,74,40,7,4,1,85
"4294","Bad",66,151,17,87,9,5,0,64,17,"6","5",14,0,57,0,2,2,80,-8,1,1,1,67
"4295","Bad",73,158,4,75,13,1,1,93,80,"6","3",14,1,57,24,1,1,97,77,2,2,2,100
"4296","Good",68,121,8,45,13,0,0,85,9,"4","6",13,2,15,0,3,3,26,-8,1,2,0,60
"4297","Bad",62,42,2,23,12,0,0,86,12,"5","6",14,3,21,24,3,3,43,81,7,2,0,90
"4298","Bad",80,115,3,44,11,0,0,100,83,"7","8",12,2,55,6,0,0,27,55,1,2,0,50
"4299","Bad",86,219,4,79,19,0,0,95,-8,"6","6",19,1,32,24,2,2,2,-8,1,-8,0,14
"4300","Bad",74,47,13,28,6,0,0,100,83,"7","8",7,0,43,0,0,0,-8,47,1,2,-8,100
"4301","Bad",62,340,11,97,18,4,1,52,14,"6","4",24,1,39,8,0,0,68,83,3,3,2,78
"4302","Good",79,125,20,64,11,0,0,100,83,"7","8",12,0,33,0,1,1,22,-8,3,1,0,80
"4303","Bad",66,341,6,81,31,4,4,86,37,"6","3",35,3,43,0,0,0,68,72,8,7,2,89
"4304","Good",84,151,2,62,18,0,0,100,83,"7","8",19,1,47,24,2,2,16,60,4,7,0,79
"4305","Bad",66,133,6,77,23,0,0,100,83,"7","8",26,2,42,0,3,3,105,94,6,2,6,100
"4306","Good",71,371,17,150,29,0,0,100,83,"7","8",24,0,24,2,1,1,50,76,6,3,3,53
"4307","Good",82,197,11,70,24,0,0,100,83,"7","8",29,1,66,0,0,0,64,81,2,3,0,83
"4308","Good",61,279,4,86,45,0,0,98,69,"6","6",23,1,30,4,1,1,43,76,10,2,4,60
"4309","Good",82,231,28,113,29,0,0,100,83,"7","8",30,0,40,0,2,2,6,-8,3,1,0,80
"4310","Bad",58,108,4,49,11,2,1,57,6,"4","2",14,3,71,0,4,3,0,74,1,4,-8,83
"4311","Bad",84,130,11,61,14,0,0,100,83,"7","8",14,2,43,0,1,1,0,61,2,2,0,67
"4312","Good",84,347,5,75,25,0,0,100,83,"7","8",19,3,44,4,1,1,2,81,2,3,0,56
"4313","Bad",77,291,3,116,14,0,0,100,83,"7","8",14,1,36,0,6,6,45,69,6,3,2,75
"4314","Good",69,246,2,70,34,0,0,100,83,"7","8",35,1,31,2,1,1,24,-8,11,-8,2,65
"4315","Bad",70,65,3,28,8,0,0,100,83,"7","8",8,2,13,1,2,2,33,-8,5,1,2,75
"4316","Bad",62,113,9,62,18,2,2,86,5,"0","2",21,1,38,0,0,0,48,44,3,3,2,75
"4317","Bad",67,58,4,29,21,0,0,95,39,"6","6",22,6,50,0,3,3,15,94,3,5,0,73
"4318","Bad",67,187,9,67,15,1,1,88,2,"0","2",17,1,41,0,1,1,60,56,5,2,1,78
"4319","Good",72,302,36,105,13,1,1,93,35,"6","2",14,0,14,0,0,0,69,-8,5,-8,2,83
"4320","Bad",76,151,5,107,18,0,0,100,83,"7","8",1,3,28,24,1,1,47,92,6,3,0,75
"4321","Bad",66,160,5,60,13,2,2,81,51,"6","2",16,3,44,0,3,3,56,-8,3,2,1,71
"4322","Bad",71,157,8,81,14,1,1,87,7,"4","6",15,1,27,24,0,0,18,-8,1,-8,1,33
"4323","Bad",70,185,11,75,36,0,0,97,72,"6","6",37,1,41,1,3,3,67,60,12,5,5,85
"4324","Bad",75,235,6,85,15,0,0,94,17,"6","6",16,1,38,24,1,1,40,96,1,2,1,50
"4325","Good",88,242,14,101,64,0,0,100,83,"7","8",69,0,23,24,0,0,2,15,2,3,0,26
"4326","Bad",59,277,9,95,16,2,1,76,0,"4","5",18,1,12,3,1,1,25,80,6,1,1,54
"4327","Bad",73,-8,1,80,32,0,0,100,83,"7","8",34,2,24,2,2,2,78,62,11,2,8,65
"4328","Good",55,134,68,97,5,1,1,67,7,"0","6",6,0,50,1,1,1,0,-8,0,1,-8,33
"4329","Bad",61,93,2,36,12,0,0,100,83,"7","8",13,5,85,24,5,5,103,97,1,3,1,100
"4330","Bad",73,169,4,93,10,0,0,100,83,"7","8",10,1,20,4,1,1,73,-8,4,-8,2,80
"4331","Good",90,332,14,145,8,0,0,100,83,"7","8",8,0,38,-8,0,0,4,24,2,1,0,60
"4332","Bad",79,58,5,26,10,0,0,100,83,"7","8",10,3,30,24,2,2,26,-8,1,-8,0,20
"4333","Good",79,143,17,86,15,1,0,95,80,"6","5",19,0,79,-8,1,0,19,80,3,4,0,88
"4334","Good",82,187,11,82,28,0,0,96,32,"6","6",28,1,50,4,2,2,4,59,3,2,0,56
"4335","Good",70,298,5,71,24,0,0,96,81,"6","6",47,6,13,0,2,2,29,-8,3,1,1,36
"4336","Good",85,165,10,90,16,0,0,100,83,"7","8",16,1,31,0,2,2,0,-8,1,2,0,50
"4337","Bad",81,117,6,54,14,0,0,93,31,"6","6",14,3,21,24,0,0,2,-8,2,1,0,43
"4338","Bad",70,115,3,124,30,1,1,94,8,"0","2",8,2,23,3,4,4,39,77,6,2,2,53
"4339","Good",89,357,1,125,15,0,0,100,83,"7","8",18,2,39,-8,1,0,6,31,4,2,0,55
"4340","Bad",75,194,2,78,12,0,0,100,83,"7","8",13,2,62,24,1,1,97,86,4,3,3,100
"4341","Bad",78,97,13,51,14,0,0,93,45,"6","6",14,0,21,24,0,0,20,65,2,3,0,71
"4342","Good",77,196,3,75,37,0,0,95,16,"6","6",34,2,30,24,2,2,13,82,4,5,0,47
"4343","Bad",58,106,4,43,25,0,0,86,24,"6","6",28,2,50,0,3,3,67,93,6,2,0,89
"4344","Bad",77,292,8,84,20,0,0,100,83,"7","8",20,1,70,0,4,4,51,57,3,3,1,78
"4345","Good",74,155,12,65,40,0,0,98,33,"6","6",46,0,21,2,1,1,63,86,2,2,1,67
"4346","Good",81,244,3,128,54,0,0,98,-8,"6","6",56,3,41,0,4,4,25,97,6,3,0,90
"4347","Good",69,-8,9,61,26,0,0,100,83,"7","8",28,3,36,24,6,5,43,50,5,2,2,64
"4348","Good",77,193,23,43,8,0,0,100,83,"7","8",18,0,13,24,0,0,45,9,5,1,0,86
"4349","Bad",54,375,3,99,44,0,0,84,1,"4","6",44,4,45,0,2,2,72,70,10,4,4,64
"4350","Good",63,203,4,83,32,1,1,97,-8,"6","6",35,1,60,24,2,2,68,8,8,2,1,92
"4351","Good",69,145,4,67,20,1,1,100,83,"6","8",20,1,25,0,4,4,44,54,4,2,1,86
"4352","Bad",77,160,1,67,23,0,0,100,83,"7","8",33,4,17,24,4,4,22,-8,5,1,0,55
"4353","Bad",80,347,8,76,24,0,0,100,83,"7","8",26,2,54,10,0,0,13,54,2,3,1,71
"4354","Bad",80,151,13,80,10,0,0,100,83,"7","8",10,0,40,0,0,0,54,87,3,2,0,100
"4355","Bad",76,65,13,31,3,0,0,100,83,"7","8",3,0,0,0,0,0,48,-8,2,-8,1,67
"4356","Good",82,175,15,77,23,0,0,96,46,"6","6",23,0,39,0,3,3,5,50,2,3,0,45
"4357","Good",69,284,3,84,27,1,1,100,83,"7","8",31,2,50,0,3,3,51,71,3,3,1,86
"4358","Bad",62,157,4,67,24,1,1,96,10,"0","2",25,4,60,24,4,3,59,62,4,4,2,73
"4359","Bad",78,246,17,109,15,0,0,100,83,"7","8",15,0,40,0,0,0,71,-8,2,1,2,43
"4360","Good",75,189,11,73,27,0,0,96,58,"6","6",28,1,43,22,0,0,65,78,3,3,2,75
"4361","Bad",74,197,5,90,30,0,0,97,-8,"6","6",31,2,16,0,0,0,25,-8,6,1,2,54
"4362","Bad",60,134,9,48,12,0,0,92,23,"6","6",15,1,57,0,1,1,97,57,4,5,3,90
"4363","Good",65,340,3,110,27,2,2,100,83,"6","8",26,2,30,0,3,3,58,46,11,3,5,83
"4364","Bad",60,281,1,73,35,0,0,78,0,"4","6",40,4,28,0,8,8,16,86,10,4,2,68
"4365","Bad",75,355,12,111,21,1,1,87,46,"6","3",7,0,39,24,2,2,50,64,5,3,2,62
"4366","Good",87,310,13,95,19,0,0,100,83,"7","8",25,0,26,4,1,1,12,26,3,3,0,60
"4367","Bad",65,77,6,50,2,1,1,67,57,"6","3",3,1,67,0,0,0,-8,-8,-8,1,-8,100
"4368","Bad",78,191,51,120,8,1,0,50,10,"4","5",12,0,25,24,1,1,0,-8,1,1,0,50
"4369","Good",55,289,2,85,20,1,1,78,3,"4","6",24,2,30,0,2,2,36,13,7,3,1,77
"4370","Good",59,213,24,90,13,0,0,85,5,"4","6",14,0,54,1,10,10,104,-8,2,1,2,100
"4371","Bad",68,143,2,64,36,3,2,86,36,"6","4",42,7,69,24,4,4,42,77,4,3,1,88
"4372","Good",85,176,3,71,29,0,0,100,83,"6","7",32,3,34,24,4,4,1,-8,2,1,0,50
"4373","Bad",56,224,21,109,27,1,1,79,4,"4","6",28,0,21,24,1,1,101,79,15,1,11,94
"4374","Good",56,124,5,63,23,2,2,72,2,"4","4",29,3,62,0,1,1,8,89,2,4,0,86
"4375","Good",81,302,2,86,37,0,0,95,59,"6","6",41,4,41,0,0,0,1,69,3,5,0,50
"4376","Bad",63,173,11,89,36,0,0,97,49,"6","6",36,1,3,0,1,1,86,-8,13,1,11,78
"4377","Bad",64,52,4,17,12,0,0,100,83,"7","8",14,6,58,24,0,0,100,67,5,4,1,100
"4378","Good",82,141,19,80,7,0,0,100,83,"7","8",7,0,29,-8,0,0,44,-8,2,-8,0,100
"4379","Bad",69,122,6,52,13,3,3,92,74,"6","6",16,2,92,0,1,1,52,97,1,4,0,100
"4380","Bad",72,177,0,48,31,0,0,100,83,"7","8",34,7,47,0,12,12,45,93,6,6,2,60
"4381","Good",89,291,64,154,32,0,0,100,83,"7","8",35,0,23,1,4,3,1,-8,2,2,0,57
"4382","Good",65,116,4,49,14,1,1,93,7,"1","3",15,4,27,24,4,4,25,17,2,2,0,44
"4383","Good",79,243,5,84,29,1,1,81,6,"4","4",39,1,35,0,1,1,0,-8,3,2,1,50
"4384","Good",76,188,7,56,24,0,0,100,83,"7","8",24,1,42,13,0,0,47,-8,5,1,1,55
"4385","Good",69,261,10,100,22,0,0,95,10,"4","6",22,1,32,-8,0,0,57,-8,7,1,2,89
"4386","Good",84,204,5,58,24,0,0,100,83,"7","8",26,5,38,1,2,1,2,96,4,2,0,46
"4387","Good",73,69,15,41,9,0,0,100,83,"7","8",9,0,56,-8,0,0,87,83,1,2,1,75
"4388","Bad",54,68,7,23,5,0,0,83,3,"4","6",6,3,33,0,0,0,66,81,3,2,1,83
"4389","Good",73,361,48,144,18,0,0,89,25,"6","6",18,0,39,0,1,1,51,9,2,2,1,56
"4390","Good",84,380,12,159,21,0,0,100,83,"7","8",21,0,10,24,0,0,13,61,3,1,1,50
"4391","Bad",67,324,7,103,19,1,0,86,23,"6","5",22,3,32,1,1,1,77,78,10,3,4,100
"4392","Good",82,279,3,91,26,0,0,100,83,"7","8",27,2,50,24,0,0,23,63,5,4,0,75
"4393","Good",79,120,2,43,13,0,0,100,83,"7","8",14,5,7,4,2,1,15,-8,4,-8,0,44
"4394","Good",64,233,6,89,39,0,0,100,83,"7","8",39,1,33,0,1,1,63,82,7,7,3,78
"4395","Bad",58,107,16,45,13,1,1,79,3,"4","2",13,0,21,24,1,1,42,55,4,2,0,55
"4396","Bad",79,255,14,99,29,0,0,97,-8,"6","6",33,0,67,24,0,0,70,60,2,3,0,71
"4397","Good",69,153,9,84,22,0,0,100,83,"7","8",22,1,14,1,4,4,71,72,6,2,1,80
"4398","Bad",67,100,3,46,8,1,1,67,23,"6","2",9,1,33,0,3,3,13,83,1,1,0,50
"4399","Good",69,70,3,35,21,0,0,100,83,"7","8",24,6,25,2,4,4,43,-8,6,3,3,60
"4400","Bad",61,288,4,100,36,0,0,97,11,"4","6",37,5,51,0,3,3,65,76,6,11,2,95
"4401","Good",77,239,3,112,14,0,0,93,-8,"6","6",14,1,36,0,1,1,33,98,3,2,2,63
"4402","Bad",57,14,5,8,3,0,0,100,83,"7","8",3,2,33,0,6,5,96,-8,2,1,1,100
"4403","Bad",62,-8,6,66,12,2,0,79,10,"4","5",14,2,36,24,1,1,44,-8,1,1,1,33
"4404","Bad",57,178,2,79,23,0,0,92,2,"4","6",26,2,58,24,3,3,57,77,5,2,1,100
"4405","Bad",65,267,0,101,5,1,1,100,83,"7","8",8,3,57,0,2,2,0,92,0,2,-8,67
"4406","Good",82,154,1,82,35,0,0,100,83,"7","8",36,5,42,0,1,1,12,100,2,2,0,44
"4407","Bad",65,106,4,71,9,5,4,54,29,"6","2",14,2,31,0,1,1,10,-8,2,1,0,60
"4408","Good",89,184,9,126,20,0,0,100,83,"7","8",22,1,18,24,2,2,7,-8,2,-8,0,33
"4409","Bad",89,306,14,115,20,0,0,100,83,"7","8",24,0,17,0,0,0,10,-8,3,1,0,50
"4410","Bad",73,169,7,76,12,1,1,86,9,"1","3",14,3,14,1,5,5,14,-8,1,-8,0,33
"4411","Good",60,192,17,100,28,2,1,74,5,"4","5",34,0,26,24,3,3,85,82,10,2,3,93
"4412","Bad",68,207,6,69,20,1,1,90,8,"4","2",21,2,33,0,0,0,75,85,5,3,2,80
"4413","Good",84,205,16,89,22,0,0,100,83,"7","8",22,0,45,0,2,2,20,63,1,2,0,27
"4414","Bad",65,-8,1,6,2,0,0,100,83,"7","8",0,2,67,24,4,4,25,100,1,2,-8,100
"4415","Bad",61,96,3,28,9,1,1,80,8,"4","2",16,3,40,24,0,0,26,99,3,2,1,63
"4416","Good",82,254,12,84,29,0,0,97,32,"6","6",29,0,34,0,0,0,7,55,3,3,0,58
"4417","Bad",74,352,23,129,15,0,0,100,83,"7","8",15,0,33,0,0,0,71,74,6,2,4,73
"4418","Good",73,185,3,65,27,0,0,100,83,"7","8",27,4,48,0,5,5,46,26,5,4,1,69
"4419","Good",85,312,11,85,32,0,0,100,83,"7","8",32,1,25,24,1,1,0,-8,3,1,0,24
"4420","Good",65,227,3,90,24,4,4,100,83,"0","8",29,3,44,0,2,2,2,-8,2,5,0,47
"4421","Bad",70,258,1,71,19,2,1,91,33,"6","2",43,2,17,24,0,0,69,54,6,3,3,82
"4422","Bad",68,133,10,66,13,0,0,85,0,"4","6",13,1,69,0,0,0,29,75,1,1,0,100
"4423","Bad",68,199,2,90,28,0,0,97,54,"6","6",29,3,34,1,1,1,60,42,4,2,2,67
"4424","Bad",54,370,3,125,36,0,0,97,0,"4","6",37,3,24,0,0,0,60,-8,9,2,5,73
"4425","Good",72,287,2,104,26,0,0,96,-8,"6","6",47,4,11,5,1,1,24,119,9,1,2,55
"4426","Good",73,219,2,82,28,0,0,93,13,"6","6",29,2,14,1,1,1,28,-8,7,1,0,50
"4427","Bad",91,392,24,150,17,0,0,100,83,"7","8",17,0,6,-8,0,0,7,-8,3,1,0,44
"4428","Good",75,183,2,85,29,1,0,97,77,"6","5",32,2,50,2,1,1,9,79,2,3,0,50
"4429","Bad",65,243,2,77,26,1,0,90,7,"4","5",30,3,57,0,6,6,72,100,2,4,-8,86
"4430","Bad",79,246,1,108,21,0,0,100,83,"7","8",22,2,18,1,2,2,18,-8,7,1,2,62
"4431","Bad",78,110,6,54,26,0,0,100,83,"7","8",27,2,52,0,3,3,0,89,2,4,0,50
"4432","Bad",60,94,15,60,2,6,4,11,6,"4","2",9,0,22,-8,0,0,19,62,1,1,-8,67
